INSTNM,STABBR,REGION,C200_4,RET_FT4_POOLED,ADM_RATE_ALL,C150_4,UGDS,PCTFLOAN,TRANS_4_POOLED,CCUGPROF,CONTROL,CCSIZSET,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,MD_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,SD_EARN_WNE_P10,AVGFACSAL,INC_PCT_LO,DEP_STAT_PCT_IND,PAR_ED_PCT_1STGEN
Everest University-South Orlando,FL,5,0.3636,0.4,NULL,0.0976,725,0.6259,0,0,2,6,NULL,NULL,NULL,NULL,NULL,26100,13800,39600,23400,NULL,0.8730929265,0.9006588072,0.6058377385
Polaris Career Center,OH,3,NULL,NULL,NULL,NULL,194,0.504,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,33600,PrivacySuppressed,PrivacySuppressed,21500,NULL,0.6341463415,0.7212543554,0.5826086957
P&A Scholars Beauty School,MI,3,NULL,NULL,NULL,NULL,348,0.4415,NULL,-2,3,-2,14828,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.8964401294,0.6666666667,0.5175438596
ASM Beauty World Academy,FL,5,NULL,NULL,NULL,NULL,99,0.2066,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,14400,8700,23100,15600,NULL,0.8118811881,PrivacySuppressed,0.641025641
Sharps Academy of Hair Styling,MI,3,NULL,NULL,NULL,NULL,22,0.5192,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,13200,PrivacySuppressed,PrivacySuppressed,14400,NULL,PrivacySuppressed,0.6,PrivacySuppressed
The College of Health Care Professions-Northwest,TX,6,NULL,0.8478,NULL,0.573,1402,0.7368,0,10,3,9,25224,25420,27545,29408,NULL,28600,15200,40300,21400,4889,0.6855969067,0.6529724505,0.5601286174
School of Professional Horticulture New York Botanical Garden,NY,2,NULL,NULL,1,NULL,19,0.2273,NULL,-2,2,-2,31262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Fortis College,TX,6,NULL,NULL,NULL,NULL,251,0.6173,NULL,4,3,1,19382,19984,21582,24086,24086,27100,15800,39900,18800,4903,0.7718696398,0.7212692967,0.5438596491
Watkins College of Art Design & Film,TN,5,0.2105,0.6163,0.42127659574468,0.3836,199,0.7308,0.312,13,2,8,29326,32415,34042,37475,NULL,36500,19000,57100,34600,5489,0.4051724138,0.2155172414,0.2830188679
Alhambra Beauty College,CA,8,NULL,NULL,NULL,NULL,121,0,NULL,-2,3,-2,8230,8190,8290,NULL,NULL,15200,8400,27300,16700,NULL,0.8529411765,0.8411764706,0.5925925926
UEI College-Gardena,CA,8,NULL,NULL,NULL,NULL,727,0.5668,NULL,-2,3,-2,24281,24122,26831,NULL,28747,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.8219895288,0.6478184991,0.6272054639
Asian-American International Beauty College,CA,8,NULL,NULL,NULL,NULL,468,0,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,14300,7800,28500,22300,NULL,0.8882681564,0.9217877095,0.7466666667
Copper Mountain Community College,CA,8,NULL,NULL,NULL,NULL,1622,0.0761,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,28100,12700,47800,28200,9534,0.7383838384,0.6222222222,0.5295597484
Diversified Vocational College,CA,8,NULL,NULL,NULL,NULL,655,0.3454,NULL,-2,3,-2,24042,NULL,25622,NULL,NULL,21300,11900,32700,16600,NULL,0.9406554473,0.9379982285,0.5079006772
UEI College-Fresno,CA,8,NULL,NULL,NULL,NULL,903,0.5971,NULL,-2,3,-2,27186,27299,29482,30783,NULL,22700,12500,34200,18500,NULL,0.8497470991,0.6858077953,0.6405363589
Mt Sierra College,CA,8,0.3125,0.6518,0.8695652173913,0.2667,199,0.7158,0.0377,11,3,6,19067,15844,NULL,24103,24936,41600,20200,66600,36300,5514,0.6172839506,0.3827160494,0.4375
Santiago Canyon College,CA,8,NULL,NULL,NULL,NULL,11378,0.007,NULL,1,1,4,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,9923,0.603985056,0.2285180573,0.5377207063
Southern California Institute of Technology,CA,8,0.6203,0.7955,0.58659217877094,0.7505,583,0.7128,0.0036,12,3,6,25093,25754,28429,29956,NULL,29800,13400,50700,29200,5410,0.6077922078,0.7831168831,0.6184210526
Soka University of America,CA,8,0.8647,0.9437,0.3721881390593,0.9364,412,0.2734,0,14,2,8,9630,8248,7103,12049,21286,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,11464,0.3870967742,PrivacySuppressed,PrivacySuppressed
Summit College,CA,8,NULL,NULL,NULL,NULL,1154,0.4205,NULL,-2,3,-2,22721,22837,24076,27190,27721,29500,14200,48700,25400,NULL,0.670755326,0.6952872821,0.5703125
Advance Beauty College,CA,8,NULL,NULL,NULL,NULL,364,0,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,13000,7900,21900,19000,NULL,0.9182509506,0.8460076046,0.5866666667
World Mission University,CA,8,1,0.8182,NULL,0.2,132,0.015,0.1333,5,2,6,15190,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3952,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Yo San University of Traditional Chinese Medicine,CA,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2895,NULL,NULL,NULL
Cannella School of Hair Design-Blue Island,IL,3,NULL,NULL,NULL,NULL,37,0.4426,NULL,-2,3,-2,9199,NULL,NULL,NULL,NULL,15600,10100,24600,12200,NULL,0.7678571429,0.6964285714,0.5789473684
John Amico School of Hair Design,IL,3,NULL,NULL,NULL,NULL,217,0.549,NULL,-2,3,-2,8323,9923,10023,11656,NULL,NULL,NULL,NULL,NULL,NULL,0.7490909091,0.5927272727,0.4549763033
Delta College Inc,LA,5,NULL,NULL,NULL,NULL,203,0.8726,NULL,-2,3,-2,21113,18933,NULL,NULL,NULL,19500,11500,29500,14100,NULL,0.7600619195,0.7120743034,0.5276190476
Southwest University of Visual Arts-Albuquerque,NM,6,0.875,0.8269,NULL,0.6,66,0.9277,0,10,3,6,27752,27768,NULL,NULL,NULL,30200,15300,44900,23100,6111,0.5148514851,0.3168316832,0.4
Tri-State Cosmetology Institute,TX,6,NULL,NULL,NULL,NULL,175,0.6908,NULL,-2,3,-2,14666,15747,16819,19884,NULL,16800,10800,25500,12700,NULL,0.7903225806,0.7419354839,0.5243243243
Frontier Community College,IL,3,NULL,NULL,NULL,NULL,392,0.0246,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,26600,12800,43100,21400,6187,0.5238095238,0.4632034632,0.395
Lincoln Trail College,IL,3,NULL,NULL,NULL,NULL,495,0.1178,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,28900,15100,46000,25100,6265,0.5075528701,0.3806646526,0.396039604
Wabash Valley College,IL,3,NULL,NULL,NULL,NULL,572,0.0312,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,27800,12100,43900,23200,5235,0.5307692308,0.3769230769,0.3760683761
American Institute of Interior Design,AZ,6,NULL,NULL,NULL,NULL,24,0.4324,NULL,-2,3,-2,11123,16188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brookline College-Tempe,AZ,6,NULL,NULL,NULL,NULL,335,0.5899,NULL,3,3,1,27369,27357,31276,31940,33005,21900,10900,33100,17200,4035,0.755242227,0.769703543,0.5590327169
Inter American University of Puerto Rico-School of Optometry,PR,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,19800,11600,30000,21000,5667,NULL,NULL,NULL
Schiller International University,FL,5,1,0.6111,NULL,0.3125,330,0.5063,0.0435,10,3,6,29525,NULL,35503,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6354166667,0.7395833333,PrivacySuppressed
Vatterott College-Springfield,MO,4,NULL,NULL,NULL,NULL,162,0.8493,NULL,4,3,1,18815,19048,21731,NULL,NULL,29200,15000,45800,24900,4284,0.8114602588,0.7957486137,0.5357311879
Vatterott College-Joplin,MO,4,NULL,NULL,NULL,NULL,140,0.8854,NULL,4,3,1,18850,20002,20311,24427,NULL,29200,15000,45800,24900,4268,0.8114602588,0.7957486137,0.5357311879
Vatterott College-Kansas City,MO,4,NULL,NULL,NULL,NULL,259,0.8199,NULL,4,3,1,18766,19215,21423,24838,24338,29200,15000,45800,24900,4506,0.8114602588,0.7957486137,0.5357311879
Coconino Community College,AZ,6,NULL,NULL,NULL,NULL,2459,0.128,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,28500,16200,41600,23200,7055,0.5323992995,0.3669001751,0.4093161546
Emma's Beauty Academy-Juana Diaz,PR,9,NULL,NULL,NULL,NULL,408,0,NULL,-2,3,-2,3020,3735,5033,NULL,NULL,14300,7100,23300,20600,NULL,0.9102564103,0.3113553114,0.4964200477
Franklin Academy,TN,5,NULL,NULL,NULL,NULL,40,0.7636,NULL,-2,2,-2,14266,14781,16162,NULL,18100,18600,PrivacySuppressed,PrivacySuppressed,15600,NULL,0.6666666667,0.6944444444,0.3770491803
Columbia Central University-Yauco,PR,9,0,NULL,NULL,0.4516,345,0,0.0076,5,3,6,4552,5005,7859,NULL,NULL,21300,13000,34400,19400,2006,0.8524590164,0.376336422,0.3946917808
Pima Medical Institute-Denver,CO,7,NULL,NULL,NULL,NULL,768,0.6912,NULL,4,3,2,19531,19600,20117,20862,NULL,28800,15100,40200,22900,4907,0.6241371287,0.6248351819,0.5053929122
ASA College,NY,2,NULL,NULL,NULL,NULL,4674,0.5257,NULL,4,3,3,25810,25635,26253,31361,29892,26100,13800,40400,21000,2325,0.8206311128,0.5962354678,0.6099413186
Ohio State School of Cosmetology-Heath,OH,3,NULL,NULL,NULL,NULL,60,0.6371,NULL,-2,3,-2,12273,12817,14118,15338,15588,25600,12000,36900,17600,NULL,0.5274725275,0.4175824176,PrivacySuppressed
Ohio State School of Cosmetology,OH,3,NULL,NULL,NULL,NULL,51,0.7283,NULL,-2,3,-2,10875,11684,12247,14691,15691,21600,9200,38500,21400,NULL,0.3714285714,0.3714285714,0.4666666667
Yeshivas Novominsk,NY,2,0.0233,0.8795,0.97959183673469,0.0323,154,0,0.8267,10,2,8,7089,8757,11480,14257,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4542,0.5882352941,PrivacySuppressed,PrivacySuppressed
Southern Careers Institute-Corpus Christi,TX,6,NULL,NULL,NULL,NULL,360,0.657,NULL,-2,3,-2,25481,25397,26224,27786,27294,21400,12200,31500,19100,NULL,0.7922136713,0.6645540969,0.6368055556
Kiamichi Technology Center-Stigler,OK,6,NULL,NULL,NULL,NULL,14,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,23700,11700,37500,25000,NULL,0.7595712098,0.6584992343,0.6063432836
Rabbinical College of Ohr Shimon Yisroel,NY,2,0.3704,0.4865,NULL,0.4167,227,0,0.4386,10,2,6,16565,17275,NULL,NULL,NULL,14300,PrivacySuppressed,PrivacySuppressed,18500,1917,PrivacySuppressed,0.5359477124,PrivacySuppressed
Carroll Community College,MD,2,NULL,NULL,NULL,NULL,2559,0.1047,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,33900,16100,51700,23900,5923,0.5016111708,0.3866809882,0.4131736527
University of Phoenix-New Mexico,NM,6,0.2195,0.4943,NULL,0.1784,217,0.4931,0,11,3,6,NULL,14010,NULL,NULL,NULL,47100,27500,72500,43400,NULL,0.6798225091,0.9187252925,0.5435338797
Galen College of Nursing-Tampa Bay,FL,5,NULL,NULL,NULL,NULL,1235,0.8721,NULL,2,3,2,23778,26645,26530,27661,27661,42000,26000,58200,27800,5588,0.4454425942,0.7863716039,0.4930104843
Galen College of Nursing-San Antonio,TX,6,NULL,NULL,NULL,0.7156,1246,0.8407,0.0898,5,3,6,NULL,NULL,NULL,NULL,NULL,42000,26000,58200,27800,5381,0.4454425942,0.7863716039,0.4930104843
Sarasota School of Massage Therapy,FL,5,NULL,NULL,NULL,NULL,92,0.8836,NULL,-2,3,-2,21392,21299,23453,26509,26509,24400,12600,35100,18700,NULL,0.6910994764,0.8167539267,0.3862068966
Schuyler Steuben Chemung Tioga Allegany BOCES,NY,2,NULL,NULL,NULL,NULL,155,0.7836,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,31300,PrivacySuppressed,PrivacySuppressed,18600,NULL,0.6490384615,0.7692307692,0.5489130435
DCI Career Institute,PA,2,NULL,NULL,NULL,NULL,39,0.5225,NULL,-2,3,-2,19673,21990,NULL,NULL,NULL,23800,15600,33900,15300,NULL,0.765625,0.7421875,0.5567010309
Central Susquehanna Intermediate Unit LPN Career,PA,2,NULL,NULL,0.97333333333333,NULL,101,0.65,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,37400,PrivacySuppressed,PrivacySuppressed,17200,NULL,0.5289256198,0.6776859504,0.4761904762
Myotherapy College of Utah,UT,7,NULL,NULL,NULL,NULL,79,0.5043,NULL,-2,3,-2,22219,NULL,25654,25654,25654,17800,6900,32400,23700,NULL,0.5333333333,0.7777777778,PrivacySuppressed
Graham Webb International Academy of Hair,VA,5,NULL,NULL,NULL,NULL,71,0.5959,NULL,-2,3,-2,12526,15205,15205,15205,15205,34700,17300,55400,28600,NULL,0.5729166667,0.6875,PrivacySuppressed
City College-Gainesville,FL,5,NULL,NULL,NULL,0.3043,257,0.8372,0.0593,7,2,6,18913,19808,19566,NULL,NULL,28400,14900,41100,22800,4068,0.7915758896,0.7102396514,0.4930232558
Arizona State University-West,AZ,6,0.7176,0.8734,0.77806917266267,0.5772,3563,0.5181,0,13,1,12,NULL,NULL,NULL,NULL,NULL,47700,31400,71200,44200,8651,0.4241983308,0.4304304854,0.3813179205
Cortiva Institute-Westport,CT,1,NULL,NULL,NULL,NULL,128,0.8897,NULL,-2,3,-2,21679,22840,24109,24511,NULL,32800,16900,55400,32600,NULL,0.576744186,0.7240310078,0.4522522523
G Skin & Beauty Institute,IL,3,NULL,NULL,NULL,NULL,344,0.4299,NULL,-2,3,-2,21768,23115,NULL,25100,NULL,23700,12600,40500,22300,NULL,0.585812357,0.6178489703,0.4824797844
Cosmetology Training Center,LA,5,NULL,NULL,NULL,NULL,99,0.457,NULL,-2,3,-2,9407,6322,15189,14451,14527,14000,PrivacySuppressed,PrivacySuppressed,11500,NULL,0.4952380952,0.3333333333,0.4842105263
Stage One-The Hair School,LA,5,NULL,NULL,NULL,NULL,78,0.4113,NULL,-2,3,-2,10910,NULL,9588,15053,NULL,17100,9200,30800,20100,NULL,0.6929133858,0.6062992126,0.6181818182
Empire Beauty School-Malden,MA,1,NULL,NULL,NULL,NULL,91,0.5509,NULL,-2,3,-2,14749,17724,18000,19665,20165,18500,9900,30700,17600,NULL,0.7286228623,0.6183618362,0.5013912076
Omaha School of Massage and Healthcare of Herzing University,NE,4,NULL,NULL,0.79408284023668,NULL,16,0.8,NULL,4,2,1,22612,27143,24720,27204,25217,37800,22900,54700,27900,3850,0.6933148684,0.8592471358,0.5209032652
Xenon International Academy-Omaha,NE,4,NULL,NULL,NULL,NULL,215,0.5863,NULL,-2,3,-2,12357,12780,14721,17415,17562,22200,12700,31900,14800,NULL,0.4964285714,0.4142857143,0.4392156863
Capri Institute of Hair Design-Brick,NJ,2,NULL,NULL,NULL,NULL,120,0.3927,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,21900,12000,43400,24600,NULL,0.6564417178,0.5950920245,0.6054421769
Capri Institute of Hair Design-Kenilworth,NJ,2,NULL,NULL,NULL,NULL,122,0.4703,NULL,-2,3,-2,31831,31793,33436,NULL,34701,23100,13600,36300,22000,NULL,0.6459627329,0.6708074534,0.5737704918
Capri Institute of Hair Design-Paramus,NJ,2,NULL,NULL,NULL,NULL,128,0.4712,NULL,-2,3,-2,13581,16731,18863,NULL,NULL,29700,16600,49600,24900,NULL,0.5135135135,0.5743243243,0.6280991736
Orlo School of Hair Design and Cosmetology,NY,2,NULL,NULL,NULL,NULL,58,0.5422,NULL,-2,3,-2,11896,11851,14471,15020,13651,20600,10900,33900,20500,NULL,0.5531914894,0.5212765957,0.5609756098
Eastland-Fairfield Career and Technical Schools,OH,3,NULL,NULL,NULL,NULL,116,0.6339,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,29100,18700,44100,22500,NULL,0.5846153846,0.7333333333,0.5895953757
Empire Beauty School-Cincinnati,OH,3,NULL,NULL,NULL,NULL,183,0.806,NULL,-2,3,-2,14761,13537,18097,NULL,NULL,26000,PrivacySuppressed,PrivacySuppressed,15800,NULL,0.8741935484,0.7548387097,0.6473214286
Mahoning County Career and Technical Center,OH,3,NULL,NULL,NULL,NULL,97,0.1946,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.625,0.6111111111,0.7166666667
Pickaway Ross Joint Vocational School District,OH,3,NULL,NULL,NULL,NULL,253,0.2296,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,33900,PrivacySuppressed,PrivacySuppressed,18100,NULL,0.5990566038,0.7924528302,0.6340206186
Pioneer Career and Technology Center,OH,3,NULL,NULL,NULL,NULL,8,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Raphael's School of Beauty Culture Inc-Boardman,OH,3,NULL,NULL,NULL,NULL,116,0.7059,NULL,-2,3,-2,13585,14579,NULL,14162,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.8068965517,0.6344827586,0.4850746269
Scioto County Career Technical Center,OH,3,NULL,NULL,NULL,NULL,81,0.4361,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,28300,16200,40500,23200,NULL,0.6728624535,0.6133828996,0.6130434783
Trumbull Career & Technical Center,OH,3,NULL,NULL,NULL,NULL,111,0.3571,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,27700,16600,38700,18400,NULL,0.806122449,0.7448979592,0.5243902439
Northwest Technology Center-Fairview,OK,6,NULL,NULL,NULL,NULL,8,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,24700,PrivacySuppressed,PrivacySuppressed,29500,NULL,PrivacySuppressed,PrivacySuppressed,0.6551724138
Pacific Bible College,OR,8,NULL,NULL,NULL,NULL,34,0,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lake Erie College of Osteopathic Medicine,PA,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9062,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
UCAS University of Cosmetology Arts & Sciences-Harlingen,TX,6,NULL,NULL,NULL,NULL,105,0.1452,NULL,-2,3,-2,15842,18511,NULL,NULL,NULL,15300,9900,24000,13300,NULL,0.8035714286,0.6016483516,0.6725146199
Gene Juarez Academy of Beauty-Federal Way,WA,8,NULL,NULL,NULL,NULL,203,0.568,NULL,-2,3,-2,13622,13823,13573,18279,17129,26500,13600,42300,20700,NULL,0.5316205534,0.4920948617,0.3963133641
Empire Beauty School-Green Bay,WI,3,NULL,NULL,NULL,NULL,39,0.7465,NULL,-2,3,-2,11953,17173,13375,14313,NULL,20700,11300,31400,17500,NULL,0.7448920023,0.6223000584,0.490608565
Warren County Career Center,OH,3,NULL,NULL,NULL,NULL,198,0.3524,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.504587156,0.6605504587,0.57
Brown Mackie College-Fort Wayne,IN,3,0.0741,NULL,NULL,0.1679,86,0.7176,0,11,3,6,NULL,NULL,NULL,NULL,NULL,29400,16900,42500,20300,3237,0.7125425653,0.6569239501,0.4887650235
Paul Mitchell the School-Wichita,KS,4,NULL,NULL,NULL,NULL,158,0.6995,NULL,-2,3,-2,14527,NULL,NULL,16426,NULL,16800,PrivacySuppressed,PrivacySuppressed,26600,NULL,0.6235955056,0.5280898876,0.4166666667
Pinnacle Institute of Cosmetology,NC,5,NULL,NULL,NULL,NULL,50,0.6136,NULL,-2,3,-2,14646,15792,15970,18617,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.578313253,0.5421686747,0.4428571429
Southern Careers Institute-Pharr,TX,6,NULL,NULL,NULL,NULL,554,0.6912,NULL,-2,3,-2,23251,23280,23497,26309,26309,21400,12200,31500,19100,NULL,0.7922136713,0.6645540969,0.6368055556
Laurel Technical Institute,PA,2,NULL,NULL,0.83428571428571,NULL,96,0.678,NULL,4,3,1,6784,6965,9788,13979,NULL,19400,8400,26400,11900,2493,0.6592797784,0.4930747922,0.6163522013
Florida National University-Main Campus,FL,5,0.697,0.9,NULL,0.6119,3117,0.7067,0,7,3,12,21026,21783,23385,NULL,NULL,23800,12700,37400,21200,4659,0.8365310821,0.6953184958,0.5662162162
Georgia Institute of Cosmetology,GA,5,NULL,NULL,NULL,NULL,337,0.9043,NULL,-2,3,-2,12753,17415,17540,NULL,NULL,15500,9500,24400,12500,NULL,0.7469512195,0.6280487805,0.5330882353
Nouvelle Institute,FL,5,NULL,NULL,NULL,NULL,86,0,NULL,-2,3,-2,13722,NULL,NULL,NULL,NULL,14000,8300,21000,12000,NULL,0.9715189873,0.8939873418,0.6526315789
Franklin Technology-MSSU,MO,4,NULL,NULL,NULL,NULL,131,0.6127,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,27100,16200,38700,17500,NULL,0.6205357143,0.7589285714,0.4739583333
Professional Technical Institution Inc,PR,9,NULL,NULL,NULL,NULL,187,0,NULL,-2,3,-2,6494,NULL,NULL,NULL,NULL,20200,13200,30300,22700,NULL,0.8783783784,0.4845559846,0.4186046512
Erikson Institute,IL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8642,NULL,NULL,NULL
South Texas College,TX,6,0,0.6989,NULL,0.1504,19452,0,0.1132,5,1,15,NULL,NULL,NULL,NULL,NULL,30300,17400,48000,27700,6387,0.754680325,0.2424938184,0.6088904204
Pike County Joint Vocational School District,OH,3,NULL,NULL,NULL,NULL,27,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lorain County Joint Vocational School District,OH,3,NULL,NULL,NULL,NULL,113,0.1987,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,19100,PrivacySuppressed,PrivacySuppressed,19400,NULL,0.7352941176,0.6960784314,0.6071428571
Roger Williams University School of Law,RI,1,NULL,NULL,0.82291119285338,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,50500,34300,71400,42100,13369,0.1364617044,0.0819848975,0.1965909091
California State University-Monterey Bay,CA,8,0.5667,0.796,0.53203172666259,0.6016,6557,0.4481,0.0699,13,1,14,NULL,NULL,NULL,NULL,NULL,44800,27300,59900,29800,9383,0.5044865404,0.3609172483,0.5177157149
Brown Mackie College-Atlanta,GA,5,NULL,NULL,NULL,NULL,150,0.6045,NULL,4,3,2,NULL,NULL,NULL,NULL,NULL,29400,16900,42500,20300,4555,0.7125425653,0.6569239501,0.4887650235
Bryant & Stratton College-Henrietta,NY,2,NULL,NULL,NULL,NULL,184,0.8492,NULL,2,3,1,13377,NULL,NULL,NULL,NULL,24100,12100,36800,20200,4605,0.7551716629,0.7945851782,0.5378553335
Argosy University-The Art Institute of California-Hollywood,CA,8,0.2743,0.5944,NULL,0.3733,981,0.6797,0,7,3,6,26665,27837,24351,32511,34543,41400,24400,60300,34300,5731,0.7293993359,0.753923936,0.4925148291
Ohio Media School-Valley View,OH,3,NULL,NULL,0.85294117647058,NULL,161,0.8917,NULL,-2,3,-2,21577,24118,24962,26961,26961,30900,17800,40800,25700,NULL,0.7160342717,0.7025703794,0.4240121581
EINE Inc,MA,1,NULL,NULL,NULL,NULL,26,0.4186,NULL,-2,3,-2,33257,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5238095238,PrivacySuppressed,PrivacySuppressed
Marian Health Careers Center-Los Angeles Campus,CA,8,NULL,NULL,NULL,NULL,137,0.6066,NULL,-2,3,-2,23957,25624,26764,NULL,NULL,55600,39300,74500,33000,NULL,0.5545851528,0.6768558952,0.3505154639
Cleveland Clinic Health System-School of Diagnostic Imaging,OH,3,NULL,NULL,NULL,NULL,39,0.7368,NULL,-2,2,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6129032258,PrivacySuppressed,PrivacySuppressed
Academy for Nursing and Health Occupations,FL,5,NULL,NULL,NULL,NULL,408,0.5744,NULL,3,2,1,16694,NULL,22509,NULL,NULL,38500,19000,53200,23400,6556,0.7005494505,0.8269230769,0.5297297297
Shawsheen Valley School of Practical Nursing,MA,1,NULL,NULL,NULL,NULL,42,0.7436,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.3606557377,PrivacySuppressed,0.4375
Shear Ego International School of Hair Design,NY,2,NULL,NULL,NULL,NULL,107,0.4541,NULL,-2,3,-2,23166,24074,27633,NULL,NULL,18000,PrivacySuppressed,PrivacySuppressed,15000,NULL,0.5721393035,0.6119402985,0.406779661
Remington College-Memphis Campus,TN,5,NULL,0.5555,NULL,0.5088,697,0.6605,0,10,2,6,19467,19230,23798,24131,24131,26800,14900,37300,17800,3751,0.8103864734,0.7223320158,0.5946662943
Fayette Institute of Technology,WV,5,NULL,NULL,NULL,NULL,40,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6901408451,0.7746478873,PrivacySuppressed
Professional Beauty School,WA,8,NULL,NULL,NULL,NULL,19,0.8571,NULL,-2,3,-2,4543,4705,NULL,NULL,NULL,20900,PrivacySuppressed,PrivacySuppressed,13600,NULL,0.6666666667,0.5416666667,0.6111111111
Capella University,MN,4,0,0.2727,NULL,0,9193,0.7232,0,5,3,15,15209,16125,NULL,NULL,NULL,63600,34900,94700,60700,6841,0.4622727734,0.970041637,0.4966973343
College of Menominee Nation,WI,3,1,0.5,NULL,0.1471,213,0,0.0909,5,2,6,4631,4222,7440,NULL,NULL,20000,10400,34300,17000,5324,0.8457142857,0.7657142857,0.55
Leech Lake Tribal College,MN,4,NULL,NULL,NULL,NULL,157,0,NULL,3,1,1,NULL,NULL,NULL,NULL,NULL,10800,PrivacySuppressed,PrivacySuppressed,13600,5365,0.8181818182,0.7312252964,0.4611398964
Spartan College of Aeronautics & Technology,CA,8,NULL,NULL,NULL,NULL,471,0.6794,NULL,4,3,1,22651,22398,23909,25602,25992,47300,27300,68900,34300,3910,0.6306306306,0.6051051051,0.5127659574
